"Year,Age,ID_sex,ID_np,M_come,M_out"
"2016,72,1,1,5,5"
"2016,73,1,1,8,9"
"2016,74,1,1,14,10"
"2016,75,1,1,22,17"
"2016,76,1,1,23,17"
"2016,77,1,1,23,14"
"2016,78,1,1,14,9"
"2016,79,1,1,7,9"
"2016,80,1,1,12,9"
"2016,81,1,1,8,8"
"2016,82,1,1,8,9"
"2016,83,1,1,16,8"
"2016,84,1,1,10,5"
"2016,85,1,1,3,2"
"2016,86,1,1,7,4"
"2016,87,1,1,2,1"
"2016,88,1,1,4,2"
"2016,89,1,1,1,1"
"2016,90,1,1,2,2"
"2016,91,1,1,3,2"
"2016,92,1,1,0,1"
"2016,93,1,1,0,1"
"2016,94,1,1,1,0"
"2016,95,1,1,0,0"
"2016,100,1,1,0,0"
"2016,96,1,1,0,0"
"2016,97,1,1,0,0"
"2016,98,1,1,0,0"
"2016,99,1,1,0,0"
"2016,0,1,0,128,159"
"2016,1,1,0,204,239"
"2016,2,1,0,190,243"
"2016,3,1,0,196,210"
"2016,4,1,0,190,215"
"2016,5,1,0,181,217"
"2016,6,1,0,183,275"
"2016,7,1,0,181,188"
"2016,8,1,0,141,122"
"2016,9,1,0,110,114"
"2016,10,1,0,110,115"
"2016,11,1,0,92,96"
"2016,12,1,0,85,86"
"2016,13,1,0,93,104"
"2016,14,1,0,85,87"
"2016,15,1,0,85,204"
"2016,16,1,0,187,574"
