"Year,Age,ID_sex,ID_np,Birth"
"1997,44,0,1,3"
"1997,43,0,1,6"
"1997,42,0,1,7"
"1997,41,0,1,10"
"1997,40,0,1,16"
"1997,39,0,1,26"
"1997,38,0,1,38"
"1997,37,0,1,49"
"1997,36,0,1,69"
"1997,35,0,1,73"
"1997,34,0,1,94"
"1997,33,0,1,114"
"1997,32,0,1,123"
"1997,31,0,1,153"
"1997,30,0,1,178"
"1997,29,0,1,194"
"1997,28,0,1,219"
"1997,27,0,1,240"
"1997,26,0,1,260"
"1997,25,0,1,311"
"1997,24,0,1,352"
"1997,23,0,1,369"
"1997,22,0,1,426"
"1997,21,0,1,469"
"1997,20,0,1,421"
"1997,19,0,1,338"
"1997,18,0,1,228"
"1997,17,0,1,110"
"1997,16,0,1,36"
"1997,15,0,1,12"
"1997,49,1,0,0"
"1997,48,1,0,0"
"1997,47,1,0,0"
"1997,46,1,0,0"
"1997,45,1,0,0"
"1997,44,1,0,1"
"1997,43,1,0,3"
"1997,42,1,0,4"
"1997,41,1,0,5"
"1997,40,1,0,8"
"1997,39,1,0,13"
"1997,38,1,0,20"
"1997,37,1,0,26"
"1997,36,1,0,36"
"1997,35,1,0,39"
"1997,34,1,0,49"
"1997,33,1,0,60"
"1997,32,1,0,65"
