"Year,Age,ID_sex,ID_np,Died"
"1991,42,0,1,15"
"1991,41,0,1,14"
"1991,40,0,1,15"
"1991,39,0,1,16"
"1991,38,0,1,16"
"1991,37,0,1,12"
"1991,36,0,1,14"
"1991,35,0,1,14"
"1991,34,0,1,17"
"1991,33,0,1,9"
"1991,32,0,1,5"
"1991,31,0,1,8"
"1991,30,0,1,12"
"1991,29,0,1,3"
"1991,28,0,1,7"
"1991,27,0,1,7"
"1991,26,0,1,5"
"1991,25,0,1,4"
"1991,24,0,1,6"
"1991,23,0,1,6"
"1991,22,0,1,6"
"1991,21,0,1,3"
"1991,20,0,1,8"
"1991,19,0,1,3"
"1991,18,0,1,2"
"1991,17,0,1,5"
"1991,16,0,1,4"
"1991,15,0,1,5"
"1991,14,0,1,3"
"1991,13,0,1,0"
"1991,12,0,1,2"
"1991,11,0,1,1"
"1991,10,0,1,1"
"1991,9,0,1,4"
"1991,8,0,1,4"
"1991,7,0,1,2"
"1991,6,0,1,2"
"1991,5,0,1,1"
"1991,4,0,1,3"
"1991,3,0,1,4"
"1991,2,0,1,0"
"1991,1,0,1,11"
"1991,0,0,1,111"
"1991,100,1,0,2"
"1991,99,1,0,0"
"1991,98,1,0,0"
"1991,97,1,0,1"
"1991,96,1,0,0"
"1991,95,1,0,0"
"1991,94,1,0,0"
"1991,93,1,0,5"
"1991,92,1,0,1"
"1991,91,1,0,3"
"1991,90,1,0,5"
"1991,89,1,0,2"
"1991,88,1,0,4"
"1991,87,1,0,5"
"1991,86,1,0,16"
"1991,85,1,0,18"
"1991,84,1,0,15"
"1991,83,1,0,27"
"1991,82,1,0,23"
"1991,81,1,0,36"
"1991,80,1,0,25"
"1991,79,1,0,41"
"1991,78,1,0,47"
"1991,77,1,0,30"
"1991,76,1,0,38"
"1991,75,1,0,19"
"1991,74,1,0,20"
"1991,73,1,0,37"
"1991,72,1,0,50"
"1991,71,1,0,36"
"1991,70,1,0,29"
"1991,69,1,0,36"
"1991,68,1,0,31"
"1991,67,1,0,52"
"1991,66,1,0,68"
"1991,65,1,0,67"
"1991,64,1,0,54"
"1991,63,1,0,84"
"1991,62,1,0,71"
"1991,61,1,0,72"
"1991,60,1,0,92"
"1991,59,1,0,80"
"1991,58,1,0,58"
"1991,57,1,0,61"
"1991,56,1,0,53"
"1991,55,1,0,56"
"1991,54,1,0,55"
"1991,53,1,0,40"
"1991,52,1,0,43"
"1991,51,1,0,41"
"1991,50,1,0,41"
"1991,49,1,0,27"
"1991,48,1,0,12"
"1991,47,1,0,11"
"1991,46,1,0,9"
"1991,45,1,0,17"
"1991,44,1,0,28"
"1991,43,1,0,15"
"1991,42,1,0,27"
"1991,41,1,0,29"
"1991,40,1,0,27"
"1991,39,1,0,30"
"1991,38,1,0,27"
"1991,37,1,0,32"
"1991,36,1,0,26"
"1991,35,1,0,30"
"1991,34,1,0,27"
"1991,33,1,0,22"
"1991,32,1,0,25"
"1991,31,1,0,29"
"1991,30,1,0,26"
"1991,29,1,0,21"
"1991,28,1,0,27"
"1991,27,1,0,18"
"1991,26,1,0,12"
"1991,25,1,0,12"
"1991,24,1,0,14"
"1991,23,1,0,14"
"1991,22,1,0,15"
"1991,21,1,0,20"
"1991,20,1,0,16"
"1991,19,1,0,8"
"1991,18,1,0,5"
"1991,17,1,0,5"
"1991,16,1,0,12"
"1991,15,1,0,1"
"1991,14,1,0,2"
"1991,13,1,0,2"
"1991,12,1,0,4"
"1991,11,1,0,3"
"1991,10,1,0,2"
"1991,9,1,0,3"
"1991,8,1,0,6"
"1991,7,1,0,11"
"1991,6,1,0,4"
"1991,5,1,0,6"
"1991,4,1,0,9"
"1991,3,1,0,1"
"1991,2,1,0,9"
"1991,1,1,0,6"
"1991,0,1,0,76"
"1991,100,1,1,3"
"1991,99,1,1,0"
"1991,98,1,1,1"
"1991,97,1,1,1"
"1991,96,1,1,0"
"1991,95,1,1,2"
"1991,94,1,1,6"
"1991,93,1,1,3"
"1991,92,1,1,5"
"1991,91,1,1,8"
"1991,90,1,1,10"
"1991,89,1,1,13"
"1991,88,1,1,25"
"1991,87,1,1,45"
"1991,86,1,1,35"
"1991,85,1,1,35"
"1991,84,1,1,59"
"1991,83,1,1,77"
"1991,82,1,1,79"
"1991,81,1,1,70"
"1991,80,1,1,72"
"1991,79,1,1,92"
"1991,78,1,1,92"
"1991,77,1,1,95"
"1991,76,1,1,71"
"1991,75,1,1,70"
"1991,74,1,1,61"
"1991,73,1,1,72"
"1991,72,1,1,90"
"1991,71,1,1,64"
"1991,70,1,1,53"
"1991,69,1,1,62"
"1991,68,1,1,65"
"1991,67,1,1,89"
"1991,66,1,1,116"
"1991,65,1,1,152"
"1991,64,1,1,172"
"1991,63,1,1,172"
"1991,62,1,1,143"
"1991,61,1,1,152"
"1991,60,1,1,125"
"1991,59,1,1,130"
"1991,58,1,1,112"
"1991,57,1,1,95"
"1991,56,1,1,97"
"1991,55,1,1,100"
"1991,54,1,1,114"
"1991,53,1,1,83"
"1991,52,1,1,96"
"1991,51,1,1,85"
"1991,50,1,1,72"
"1991,49,1,1,66"
"1991,48,1,1,32"
"1991,47,1,1,27"
"1991,46,1,1,35"
"1991,45,1,1,40"
"1991,44,1,1,64"
"1991,43,1,1,45"
"1991,42,1,1,72"
"1991,41,1,1,64"
"1991,40,1,1,55"
"1991,39,1,1,56"
"1991,38,1,1,53"
"1991,37,1,1,57"
"1991,36,1,1,52"
"1991,35,1,1,55"
"1991,34,1,1,53"
"1991,33,1,1,54"
"1991,32,1,1,46"
"1991,31,1,1,39"
"1991,30,1,1,45"
"1991,29,1,1,41"
"1991,28,1,1,36"
"1991,27,1,1,24"
"1991,26,1,1,18"
"1991,25,1,1,21"
"1991,24,1,1,19"
"1991,23,1,1,13"
"1991,22,1,1,20"
"1991,21,1,1,12"
"1991,20,1,1,15"
"1991,19,1,1,17"
"1991,18,1,1,21"
"1991,17,1,1,14"
"1991,16,1,1,9"
"1991,15,1,1,12"
"1991,14,1,1,2"
"1991,13,1,1,6"
"1991,12,1,1,8"
"1991,11,1,1,4"
"1991,10,1,1,7"
"1991,9,1,1,6"
"1991,8,1,1,10"
"1991,7,1,1,5"
"1991,6,1,1,4"
"1991,5,1,1,7"
"1991,4,1,1,7"
"1991,3,1,1,11"
"1991,2,1,1,8"
"1991,1,1,1,13"
"1991,0,1,1,142"
"1992,0,1,1,156"
"1992,1,1,1,15"
"1992,2,1,1,8"
"1992,3,1,1,11"
"1992,4,1,1,7"
"1992,5,1,1,9"
"1992,6,1,1,2"
"1992,7,1,1,5"
"1992,8,1,1,11"
"1992,9,1,1,5"
"1992,10,1,1,5"
"1992,11,1,1,3"
"1992,12,1,1,4"
"1992,13,1,1,9"
"1992,14,1,1,6"
"1992,15,1,1,4"
"1992,16,1,1,9"
"1992,17,1,1,15"
"1992,18,1,1,20"
"1992,19,1,1,26"
"1992,20,1,1,16"
"1992,21,1,1,20"
"1992,22,1,1,20"
"1992,23,1,1,25"
"1992,24,1,1,16"
"1992,25,1,1,25"
"1992,26,1,1,29"
"1992,27,1,1,51"
"1992,28,1,1,41"
"1992,29,1,1,44"
"1992,30,1,1,52"
"1992,31,1,1,62"
"1992,32,1,1,66"
"1992,33,1,1,81"
"1992,34,1,1,65"
"1992,35,1,1,59"
"1992,36,1,1,61"
"1992,37,1,1,75"
"1992,38,1,1,75"
"1992,39,1,1,66"
"1992,40,1,1,91"
"1992,41,1,1,91"
"1992,42,1,1,87"
"1992,43,1,1,94"
"1992,44,1,1,74"
"1992,45,1,1,90"
"1992,46,1,1,71"
"1992,47,1,1,52"
"1992,48,1,1,52"
"1992,49,1,1,43"
"1992,50,1,1,86"
"1992,51,1,1,109"
"1992,52,1,1,111"
"1992,53,1,1,144"
"1992,54,1,1,127"
"1992,55,1,1,132"
"1992,56,1,1,139"
"1992,57,1,1,109"
"1992,58,1,1,117"
"1992,59,1,1,135"
"1992,60,1,1,149"
"1992,61,1,1,159"
"1992,62,1,1,176"
"1992,63,1,1,163"
"1992,64,1,1,175"
"1992,65,1,1,172"
"1992,66,1,1,147"
"1992,67,1,1,116"
"1992,68,1,1,98"
"1992,69,1,1,78"
"1992,70,1,1,82"
"1992,71,1,1,56"
"1992,72,1,1,86"
"1992,73,1,1,109"
"1992,74,1,1,77"
"1992,75,1,1,78"
"1992,76,1,1,78"
"1992,77,1,1,90"
"1992,78,1,1,88"
"1992,79,1,1,100"
"1992,80,1,1,90"
"1992,81,1,1,77"
"1992,82,1,1,70"
"1992,83,1,1,61"
"1992,84,1,1,46"
"1992,85,1,1,48"
"1992,86,1,1,35"
"1992,87,1,1,25"
"1992,88,1,1,19"
"1992,89,1,1,17"
"1992,90,1,1,12"
"1992,91,1,1,11"
"1992,92,1,1,6"
"1992,93,1,1,2"
"1992,94,1,1,5"
"1992,95,1,1,2"
"1992,96,1,1,0"
"1992,97,1,1,2"
"1992,98,1,1,2"
"1992,99,1,1,0"
"1992,100,1,1,0"
"1992,0,1,0,73"
"1992,1,1,0,6"
"1992,2,1,0,5"
"1992,3,1,0,16"
"1992,4,1,0,5"
"1992,5,1,0,5"
"1992,6,1,0,9"
"1992,7,1,0,5"
"1992,8,1,0,6"
"1992,9,1,0,3"
"1992,10,1,0,6"
"1992,11,1,0,4"
"1992,12,1,0,2"
"1992,13,1,0,5"
"1992,14,1,0,4"
"1992,15,1,0,7"
"1992,16,1,0,1"
"1992,17,1,0,7"
"1992,18,1,0,12"
"1992,19,1,0,8"
"1992,20,1,0,13"
"1992,21,1,0,20"
"1992,22,1,0,11"
"1992,23,1,0,34"
"1992,24,1,0,21"
"1992,25,1,0,18"
"1992,26,1,0,20"
"1992,27,1,0,19"
"1992,28,1,0,33"
"1992,29,1,0,39"
"1992,30,1,0,38"
"1992,31,1,0,32"
"1992,32,1,0,31"
"1992,33,1,0,39"
"1992,34,1,0,34"
"1992,35,1,0,40"
"1992,36,1,0,31"
"1992,37,1,0,41"
"1992,38,1,0,36"
"1992,39,1,0,31"
"1992,40,1,0,36"
"1992,41,1,0,26"
"1992,42,1,0,33"
"1992,43,1,0,31"
"1992,44,1,0,28"
"1992,45,1,0,30"
"1992,46,1,0,21"
"1992,47,1,0,11"
"1992,48,1,0,15"
"1992,49,1,0,21"
"1992,50,1,0,39"
"1992,51,1,0,52"
"1992,52,1,0,50"
"1992,53,1,0,49"
"1992,54,1,0,59"
"1992,55,1,0,55"
"1992,56,1,0,68"
"1992,57,1,0,68"
"1992,58,1,0,69"
"1992,59,1,0,91"
"1992,60,1,0,97"
"1992,61,1,0,99"
"1992,62,1,0,93"
"1992,63,1,0,80"
"1992,64,1,0,98"
"1992,65,1,0,61"
"1992,66,1,0,74"
"1992,67,1,0,47"
"1992,68,1,0,57"
"1992,69,1,0,38"
"1992,70,1,0,37"
"1992,71,1,0,22"
"1992,72,1,0,41"
"1992,73,1,0,41"
"1992,74,1,0,35"
"1992,75,1,0,24"
"1992,76,1,0,30"
"1992,77,1,0,33"
"1992,78,1,0,31"
"1992,79,1,0,42"
"1992,80,1,0,34"
"1992,81,1,0,35"
"1992,82,1,0,15"
"1992,83,1,0,20"
"1992,84,1,0,21"
"1992,85,1,0,18"
"1992,86,1,0,12"
"1992,87,1,0,17"
"1992,88,1,0,9"
"1992,89,1,0,4"
"1992,90,1,0,6"
"1992,91,1,0,4"
"1992,92,1,0,1"
"1992,93,1,0,1"
"1992,94,1,0,0"
"1992,95,1,0,1"
"1992,96,1,0,1"
"1992,97,1,0,0"
"1992,98,1,0,0"
"1992,99,1,0,0"
"1992,100,1,0,2"
"1992,0,0,1,107"
"1992,1,0,1,6"
"1992,2,0,1,4"
"1992,3,0,1,3"
"1992,4,0,1,11"
"1992,5,0,1,3"
"1992,6,0,1,5"
"1992,7,0,1,2"
"1992,8,0,1,8"
"1992,9,0,1,3"
"1992,10,0,1,4"
"1992,11,0,1,3"
"1992,12,0,1,1"
"1992,13,0,1,6"
"1992,14,0,1,3"
"1992,15,0,1,3"
"1992,16,0,1,9"
"1992,17,0,1,4"
"1992,18,0,1,5"
"1992,19,0,1,5"
"1992,20,0,1,7"
"1992,21,0,1,9"
"1992,22,0,1,9"
"1992,23,0,1,4"
"1992,24,0,1,7"
"1992,25,0,1,6"
"1992,26,0,1,6"
"1992,27,0,1,9"
"1992,28,0,1,11"
"1992,29,0,1,6"
"1992,30,0,1,11"
"1992,31,0,1,14"
"1992,32,0,1,8"
"1992,33,0,1,16"
"1992,34,0,1,14"
"1992,35,0,1,18"
"1992,36,0,1,20"
"1992,37,0,1,17"
"1992,38,0,1,19"
"1992,39,0,1,14"
"1992,40,0,1,27"
"1992,41,0,1,17"
"1992,42,0,1,42"
"1992,43,0,1,20"
"1992,44,0,1,28"
"1992,45,0,1,24"
"1992,46,0,1,20"
"1992,47,0,1,18"
"1992,48,0,1,21"
"1992,49,0,1,20"
"1992,50,0,1,42"
"1992,51,0,1,48"
"1992,52,0,1,50"
"1992,53,0,1,63"
"1992,54,0,1,53"
"1992,55,0,1,65"
"1992,56,0,1,49"
"1992,57,0,1,75"
"1992,58,0,1,53"
"1992,59,0,1,64"
