iter	RMSE
221	509.7283789
222	507.1299607
223	504.3551464
224	502.5981887
225	500.8663165
226	498.2930417
227	496.5423948
228	494.4065467
229	493.0551529
230	490.2462366
231	489.1729971
232	488.3725518
233	486.5935934
234	485.088734
235	484.3673333
236	482.6005845
237	480.7371573
238	478.0505766
239	476.4986211
240	475.3252044
241	474.586907
242	472.47551
243	470.9354946
244	470.2167522
245	468.3929952
246	467.4733561
247	466.6650583
248	464.1872181
249	462.2261283
250	459.7109711
251	456.732414
252	454.9980438
253	453.8502069
254	452.5595885
255	450.6017454
256	448.9350317
257	447.9777304
258	447.2259362
259	445.9337417
260	444.4361102
261	443.7645422
262	441.2148382
263	438.8456434
264	438.2411107
265	437.4449803
266	436.7236463
267	435.172549
268	434.4463269
269	433.1640036
270	431.6513281
271	430.1498482
272	429.5898994
273	428.937852
274	427.4287236
275	426.2384403
276	424.556498
277	422.9412067
278	419.5709514
279	418.2136165
280	416.0908381
281	414.9299365
282	413.5666258
283	412.8315448
284	410.774676
285	409.4494705
286	408.1414801
287	406.6917125
288	405.1965988
289	404.1196324
290	403.3649432
291	402.1238211
292	400.7358979
293	399.5871765
294	398.3767966
295	397.7452892
296	396.3502614
297	395.5056946
298	393.6404239
299	393.1670627
300	392.3398886
301	391.5217346
302	390.1932911
303	389.5804349
304	388.2828298
305	387.0089416
306	385.950099
307	384.8754433
308	383.649163
309	382.8952784
310	382.2791989
311	381.1926938
312	380.1791393
313	378.4199904
314	377.6947424
315	376.7438541
316	376.1603156
317	375.3356867
318	374.6352073
319	374.0669483
320	373.5409036
321	372.7092352
322	372.0277788
323	371.4807564
324	371.0093183
325	370.194956
326	369.2730147
327	368.7450109
328	368.2555789
329	367.4694138
330	366.6936688
331	366.2514182
332	365.8706171
333	365.4013403
334	364.7849083
335	364.324264
336	363.8390588
337	363.4239912
338	362.5683682
339	361.7265907
340	360.749387
341	359.9274139
342	359.1187245
343	358.1609881
344	357.7059559
345	357.2816321
346	356.5004828
347	356.059883
348	355.2879188
349	354.5310718
350	354.1258634
351	353.7019518
352	353.3061263
353	352.9149203
354	352.029322
355	351.2886236
356	350.5779629
357	349.732302
358	349.0483291
359	348.6560201
360	348.2683708
361	347.3763559
362	346.2137295
363	345.8361658
364	345.4630955
365	344.3289232
366	343.6435601
367	342.5373686
368	341.7425757
369	340.9682287
370	340.6131441
371	340.2623014
372	339.6443926
373	339.3009325
374	338.977178
375	338.6416393
376	337.9132555
377	337.0846705
378	335.8358199
379	335.5115143
380	334.448861
381	333.4081144
382	332.1782513
383	331.4854635
384	331.2148901
385	330.195916
386	328.9944928
387	328.6890828
388	328.4284072
389	328.1710938
390	327.917098
391	327.6663757
392	327.4188835
393	327.1745787
394	326.6822341
395	326.0565357
396	325.8187571
397	325.3439458
398	325.1105579
399	324.880198
400	324.4203347
401	324.1583658
402	323.71154
403	323.4891879
404	323.2697362
405	323.0169035
406	322.7671314
407	322.5203776
408	321.9277606
409	321.5185925
410	320.9353174
411	320.5386072
412	320.0781284
413	319.8422566
414	319.274683
415	318.8751516
416	318.4363299
417	318.0274489
418	317.5986466
419	317.1784507
420	316.7763774
421	316.3786846
422	315.9853264
423	315.5769916
424	315.1890517
425	314.8053448
426	314.4258267
427	314.0504537
428	313.6791826
429	313.2845165
430	312.9183692
431	312.5562279
432	312.1980506
433	311.843796
434	311.4612364
435	311.1118784
436	310.7663515
437	310.3935167
438	310.0527671
439	309.715759
440	307.5448371
441	307.2133576
442	306.8545446
443	306.527651
444	304.4004419
445	304.0788992
446	303.7608883
447	303.121971
448	301.0333515
449	299.0121204
450	298.6989454
451	296.7038355
452	296.3933114
453	294.4239747
454	292.6188067
455	290.8684121
456	290.2390216
457	289.9216108
458	289.3000499
459	287.3990279
460	285.337724
461	285.0397434
462	283.185339
463	281.182563
464	280.8748192
465	280.5849165
466	278.7749756
467	278.4727777
468	278.1739487
469	276.386256
470	274.4680829
471	274.1738499
472	272.4296763
473	270.5662787
474	270.2765708
475	270.0042916
476	268.3018439
477	268.0173745
478	267.7360811
479	266.0545636
480	264.270513
481	263.9935629
482	263.7336344
483	262.0923071
484	260.3617981
485	260.1062353
486	258.5049021
487	256.8245553
488	256.5732791
489	255.9731627
490	254.4128978
491	252.7799255
492	252.5178049
493	252.258614
494	250.7353253
495	249.2420877
496	248.6494271
497	247.1624601
498	245.7046968
499	245.1185416
500	244.8648385
501	243.4126008
502	241.9914291
503	241.4118079
504	240.011361
505	239.4360911
506	238.8676572
507	237.4851251
508	236.9209339
509	235.5355761
510	234.1861227
511	233.6281167
512	232.2984392
513	231.7446009
514	231.1972931
515	229.8847197
516	229.34148
517	228.0481688
518	227.5089629
519	226.201926
520	224.9397782
521	224.4065093
522	223.1309725
523	221.8992943
524	221.3719155
525	220.1584607
526	219.6350207
527	219.1176865
528	217.9200036
529	217.4065196
530	216.1904654
531	215.0218545
532	214.5140746
533	213.3628439
534	212.8588579
535	212.3607179
536	211.1502421
537	210.6570553
538	209.5349526
539	209.0454685
540	207.9021882
541	206.74111
542	205.6268811
543	204.4997695
544	204.0179419
545	202.9337694
546	201.8388603
547	201.3635851
548	200.2874529
549	199.2450488
550	198.7762369
551	197.7308729
552	196.7165858
553	195.7020053
554	195.2386915
555	194.2517799
556	193.2662653
557	192.809249
558	191.8407295
559	190.8917275
560	189.9518762
561	189.5001963
562	188.5768256
563	187.6639674
564	187.2184541
565	186.9941178
566	186.7722565
567	185.9228163
568	185.4806853
569	184.5911569
570	183.7172995
571	183.2805738
572	183.0624767
573	182.8467847
574	181.988468
575	181.5551013
576	181.1268657
577	180.9142635
578	180.7040088
579	180.4960768
580	180.2904431
581	179.3400045
582	178.4038785
583	177.5666525
584	177.147031
585	176.3229524
586	175.9098581
587	175.7055134
588	174.8082156
589	174.007216
590	173.6015873
591	173.398976
592	172.5273693
593	171.669
594	171.2704018
595	170.4262711
596	170.0335768
597	169.2034682
598	168.8165901
599	168.000291
600	167.1964508
601	166.8164451
602	166.0260168
603	165.6516417
604	164.9666976
605	164.3524677
606	163.9801316
607	163.275162
608	162.9079921
609	162.3083847
610	161.9444132
611	161.3535093
612	160.9927082
613	160.3872258
614	159.7144734
615	159.3578855
616	158.7899739
617	158.4365071
618	157.7812638
619	157.4327573
620	156.8783625
621	156.532921
622	155.96454
623	155.3324679
624	154.9911376
625	154.4376805
626	153.8212888
627	153.4840521
628	153.1508067
629	152.6300059
630	152.2997152
631	151.7865196
632	151.1928712
633	151.0075125
634	150.6826739
635	150.3616859
636	149.8407281
637	149.26253
638	148.9454788
639	148.4560813
640	148.1418775
641	147.641375
642	147.0837711
643	146.9058689
644	146.5971882
645	146.292172
646	145.7391003
647	145.1953481
648	144.9351231
649	144.6775422
650	144.1419758
651	143.9703722
652	143.7173124
653	143.5488933
654	143.2989922
655	142.765622
656	142.517565
657	142.0651469
658	141.8994645
659	141.65379
660	141.1338064
661	140.9708186
662	140.7274932
663	140.2151782
664	139.9736502
665	139.4718713
666	139.3605776
667	139.2506763
668	139.0125898
669	138.9041381
670	138.6691991
671	138.5621717
672	138.0655428
673	137.9597107
674	137.7270999
675	137.5207883
676	137.2909526
677	137.0866063
678	136.59556
679	136.3927824
680	135.9099833
681	135.6833179
682	135.4838025
683	135.2598243
684	135.0622146
685	134.5874305
686	134.3932068
687	134.1708565
688	134.0170435
689	133.7975238
690	133.6051258
691	133.3881893
692	133.2368329
693	132.7661071
694	132.5751694
695	132.1125058
696	131.8986549
697	131.7490484
698	131.5613416
699	131.3499725
700	131.2027185
701	130.9940038
702	130.8080356
703	130.3517002
704	130.1446174
705	129.9616442
706	129.8165461
707	129.6118399
708	129.3565628
709	128.9045131
710	128.4590966
711	128.2804384
712	128.0781658
713	127.8273445
714	127.3895528
715	127.1886673
716	126.9902962
717	126.7425516
718	126.2406814
719	125.8123623
720	125.671683
721	125.4996336
722	125.3028817
723	125.0607939
724	124.6592597
725	124.4640056
726	124.225347
727	123.737046
728	123.3442711
729	123.2072997
730	123.0419292
731	122.8484045
732	122.7135193
733	122.5223549
734	122.2554908
735	121.8471564
736	121.6586737
737	121.3957112
738	120.9918841
739	120.8060484
740	120.6225243
741	120.3644019
742	120.1841463
743	119.8701387
744	119.6159145
745	119.4384196
746	119.188699
747	118.7894903
748	118.6144883
749	118.4416747
750	118.1965485
751	117.8865006
752	117.7163382
753	117.4749141
754	117.0817947
755	116.9140244
756	116.6761415
757	116.5113737
758	116.2059163
759	115.9777913
760	115.7462516
761	115.3591255
762	115.197179
763	115.0376048
764	114.9145737
765	114.7542967
766	114.4543997
767	114.2261484
768	114.0683345
769	113.9459189
770	113.5655608
771	113.3271085
772	113.1040312
773	112.8084204
774	112.653562
775	112.5312363
776	112.3781529
777	112.2572133
778	111.8823774
779	111.6624115
780	111.5113083
781	111.2822232
782	110.9902394
783	110.8352477
784	110.5474401
785	110.3374392
786	109.9337542
787	109.8118853
788	109.6915746
789	109.4074621
790	109.2552228
791	108.8978582
792	108.7482778
793	108.5989338
794	108.4789827
795	108.3313465
796	108.1198014
797	107.8423143
798	107.6969679
799	107.5776
800	107.3690493
801	107.0173165
802	106.8738539
803	106.6554268
804	106.5365218
805	106.2627957
806	106.1162425
807	105.7343788
808	105.6162083
809	105.3477344
810	105.1191608
811	104.915289
812	104.5419796
813	104.2783726
814	104.1616432
815	103.9006204
816	103.7590885
817	103.5593018
818	103.4203166
819	103.3041463
820	102.9725811
821	102.8346635
822	102.6927879
823	102.5564643
824	102.4409006
825	102.2449935
826	101.9171846
827	101.7826308
828	101.6427203
829	101.5138873
830	101.3807748
831	101.2669695
832	101.060831
833	100.9057281
834	100.7522665
835	100.5323859
836	100.1813274
837	100.0693226
838	99.91877955
839	99.79434694
840	99.64519905
841	99.53562554
842	99.19265798
843	98.97706924
844	98.83073959
845	98.68595603
846	98.57829449
847	98.44566942
848	98.23285343
849	97.89741842
850	97.79172276
851	97.64929887
852	97.50837915
853	97.29795775
854	96.99505024
855	96.80434876
856	96.67263221
857	96.54259952
858	96.35592237
859	96.25125264
860	96.1120378
861	95.98396863
862	95.88032513
863	95.58011882
864	95.45306217
865	95.26918892
866	95.14442681
867	95.04119844
868	94.90384708
869	94.70899211
870	94.57283951
871	94.36525935
872	94.07067232
873	93.89013179
874	93.7673227
875	93.58993452
876	93.45576326
877	93.35338043
878	93.22049976
879	93.0993509
880	92.99797134
881	92.70793028
882	92.58774856
883	92.41278859
884	92.29478623
885	92.09002692
886	91.91776778
887	91.78629048
888	91.66991577
889	91.56949661
890	91.28303977
891	91.09842862
892	90.96920718
893	90.83443969
894	90.70640599
895	90.60635622
896	90.4233911
897	90.14339976
898	90.02885791
899	89.89590863
900	89.79632314
901	89.67018047
902	89.48953918
903	89.3644978
904	89.26573208
905	88.98138191
906	88.7823558
907	88.65958732
908	88.53811637
909	88.44103427
910	88.17217421
911	88.05835186
912	87.92728267
913	87.83082276
914	87.65246262
915	87.53276341
916	87.25917862
917	87.06406737
918	86.94663945
919	86.85164094
920	86.73533979
921	86.64140821
922	86.38190336
923	86.25298815
924	86.17487452
925	86.06183065
926	85.89658016
927	85.78197614
928	85.67082697
929	85.48031772
930	85.31740291
931	85.20339207
932	85.09381397
933	85.00134158
934	84.74033852
935	84.55157726
936	84.43944057
937	84.18887276
938	84.11236778
939	83.95217477
940	83.84388514
941	83.73699859
942	83.58015346
943	83.39325138
944	83.2824156
945	83.17275389
946	83.06721718
947	82.97679868
948	82.82181831
949	82.57490049
950	82.47079563
951	82.34509949
952	82.25506565
953	82.08901025
954	81.98056934
955	81.89137981
956	81.64859301
957	81.54583079
958	81.42167297
959	81.26969787
960	81.16292159
961	81.07400471
962	80.97270848
963	80.88476329
964	80.77875615
965	80.61631373
966	80.37793169
967	80.21718588
968	80.11299515
969	79.93230106
970	79.82898325
971	79.75574885
972	79.52169927
973	79.34286068
974	79.24135972
975	79.16909543
976	79.06857907
977	78.96881191
978	78.84653855
979	78.76120241
980	78.6557313
981	78.55680392
982	78.47229228
983	78.35077775
984	78.26719481
985	78.16233019
986	78.00361206
987	77.89976035
988	77.72593088
989	77.62838121
990	77.53040906
991	77.38031049
992	77.15719898
993	77.07449071
994	76.97854552
995	76.89676214
996	76.80174203
997	76.6298629
998	76.53048521
999	76.38229256
